88.2046,87.6736
17.2735,32.667
42.7747,140.959
175.512,102.628
59.4745,54.5427
61.0675,13.3793
60.7379,43.2447
79.9158,196.96
37.0678,83.047
178.906,26.4473
0.21363,35.0414
74.1356,181.542
88.2778,185.4
46.8825,158.226
178.979,82.5709
113.346,53.8652
67.4581,53.1022
74.4469,58.9496
164.715,77.0714
52.0463,186.663
173.022,4.66323
17.6275,71.6636
94.5585,194.958
119.883,169.256
29.4748,158.22
117.35,186.114
119.663,82.9859
122.385,74.0196
94.467,29.1757
162.706,17.6458
174.67,68.4103
166.778,147.783
190.808,152.916
79.2444,11.1454
72.2983,194.134
112.741,128.184
163.482,132.402
42.2315,69.8935
122.837,78.8537
148.216,185.144
61.7023,110.868
114.969,9.51567
78.6828,2.24006
90.1639,87.2097
45.9609,69.4479
12.0243,36.8725
3.90027,15.0761
10.3519,193.03
20.014,149.87
187.573,53.9628
68.7094,74.4285
186.157,67.684
187.939,2.05695
48.6038,186.84
69.0451,3.77819
176.293,124.155
136.149,156.865
93.2951,139.488
71.0898,78.2067
21.662,89.7
40.4675,23.6335
174.2,172.784
180.786,34.5286
171.087,97.2686
198.108,112.943
86.5871,108.353
38.374,106.479
132.096,1.87994
84.7194,84.2006
81.7225,157.494
37.9406,84.817
46.736,122.098
136.448,18.3294
105.106,175.091
71.926,2.53304
192.322,6.35395
56.9292,115.427
159.807,138.505
0.677511,44.9843
7.21458,24.4148
49.3362,17.3955
194.708,51.4969
46.9619,85.0551
41.6395,183.77
173.418,155.626
117.795,73.1284
115.494,43.2997
33.43,171.007
27.4972,123.643
134.446,71.6453
37.495,73.1223
108.823,18.2745
155.565,74.752
10.7059,3.42418
140.202,170.91
108.249,194.653
179.241,144.719
61.5802,116.861
141.398,11.1881
37.0922,122.562
54.8479,99.3927
64.2903,181.249
168.95,6.83004
41.493,119.169
55.4399,7.40379
96.585,140.733
105.344,194.128
109.116,162.816
77.8161,137.791
99.9908,193.188
57.21,143.004
94.937,84.3837
74.5689,82.6441
168.126,94.1252
149.852,92.1598
72.0237,183.746
11.0965,104.813
159.948,85.6166
46.7849,109.232
7.30613,71.1264
147.667,110.501
38.0627,50.1663
194.269,75.9362
162.389,133.567
46.3942,46.9741
132.005,89.6695
190.814,98.233
19.2877,26.2703
103.348,125.181
126.487,129.252
81.753,141.484
131.248,189.038
5.49944,67.4337
174.718,146.245
178.753,90.6033
98.5015,187.677
112.815,180.041
136.668,24.0303
4.31532,35.2123
69.0756,80.398
165.264,50.9842
142.344,31.0007
161.382,179.821
164.544,9.2349
114.847,72.5669
80.0806,124.43
127.775,178.942
30.8176,16.4251
82.6258,189.068
9.82696,79.3786
175.817,97.2747
113.95,85.8547
40.7849,69.393
101.419,42.6344
16.7852,194.861
60.8722,9.4058
19.6112,104.758
97.8484,111.576
170.513,137.223
45.2101,78.4448
39.5703,31.2937
103.568,138.108
59.8407,30.549
18.067,0.140385
168.322,177.77
97.7569,157.549
30.2255,81.8323
83.7794,38.9477
102.719,138.188
172.619,42.555
94.2412,84.0114
0.708029,182.952
75.9117,69.4662
